Date,Open,High,Low,Close,Adj Close,Volume
2012-01-02,577.5750122070312,593.0,576.2999877929688,589.125,436.9229736328125,301766
2012-01-03,591.1500244140625,604.9000244140625,590.5,598.3499755859375,443.7646179199219,509242
2012-01-04,601.0,602.0,585.5750122070312,587.2000122070312,435.4952392578125,205780
2012-01-05,586.0,592.5,583.5999755859375,586.2249755859375,434.7720642089844,203192
2012-01-06,580.5250244140625,593.9749755859375,578.5999755859375,585.4749755859375,434.2159729003906,206840
2012-01-09,586.9000244140625,590.0,582.5499877929688,585.8250122070312,434.4755554199219,304374
2012-01-10,587.5,592.25,580.0499877929688,583.4000244140625,432.67706298828125,247762
2012-01-11,586.0,587.7249755859375,566.5750122070312,568.5750122070312,421.6821594238281,401548
2012-01-12,557.0,557.0,535.0,546.4500122070312,405.27313232421875,904304
2012-01-13,549.0,551.9000244140625,537.0,543.2999877929688,402.9369812011719,517316
2012-01-16,543.25,556.4249877929688,540.0,553.6749877929688,410.63165283203125,301546
2012-01-17,558.5,562.2000122070312,547.5,552.1500244140625,409.5005798339844,576340
2012-01-18,540.5,547.9749755859375,523.5,537.6749877929688,398.7651672363281,1413116
2012-01-19,544.0,544.7999877929688,533.0,537.9749755859375,398.9877014160156,411660
2012-01-20,540.2000122070312,545.0,536.5,539.4500122070312,400.0816955566406,231078
2012-01-23,539.0250244140625,545.8499755859375,537.8499755859375,539.2249755859375,399.9148254394531,205928
2012-01-24,541.2000122070312,547.5,538.7750244140625,543.8250122070312,403.3263244628906,192014
2012-01-25,546.0,554.5,545.25,548.375,408.9568176269531,350416
2012-01-27,550.1500244140625,559.7249755859375,550.1500244140625,554.4249877929688,413.46868896484375,552978
2012-01-30,550.0250244140625,559.0,550.0250244140625,554.7750244140625,413.72979736328125,168384
2012-01-31,557.0,567.0,557.0,565.25,421.5416259765625,275522
2012-02-01,565.0,567.0,554.0999755859375,564.0,420.6094055175781,189418
2012-02-02,567.5,575.75,565.25,573.1500244140625,427.43310546875,339442
2012-02-03,575.5,586.9500122070312,570.8250122070312,584.0750122070312,435.58050537109375,450248
2012-02-06,586.0,598.8499755859375,586.0,595.9749755859375,444.4551696777344,362608
2012-02-07,601.0,604.1749877929688,597.7999877929688,599.7249755859375,447.2516174316406,228046
2012-02-08,606.5,613.0,606.5,609.375,454.4482421875,386104
2012-02-09,603.5250244140625,615.9500122070312,594.0750122070312,613.5250244140625,457.5431823730469,230848
2012-02-10,612.0,617.2999877929688,607.5,615.2750244140625,458.8482666015625,235772
2012-02-13,611.0,617.5,606.4500122070312,612.2750244140625,456.611083984375,167888
2012-02-14,612.5,614.1749877929688,607.5,609.8250122070312,454.783935546875,97098
2012-02-15,614.9500122070312,624.0,610.0,620.5,462.74493408203125,286346
2012-02-16,620.0,620.5499877929688,609.375,612.9749755859375,457.1330261230469,123948
2012-02-17,619.9749755859375,626.4749755859375,610.9000244140625,614.3499755859375,458.1583557128906,266522
2012-02-21,612.5,618.5,602.5,616.9500122070312,460.0974426269531,224342
2012-02-22,617.0,633.0,614.375,625.9500122070312,466.809326171875,428566
2012-02-23,626.4749755859375,637.375,622.0499877929688,629.625,469.5498046875,234674
2012-02-24,632.5,639.5999755859375,629.4249877929688,634.5750122070312,473.24151611328125,286546
2012-02-27,637.5,639.2750244140625,620.0,625.0999755859375,466.17535400390625,194734
2012-02-28,625.0,629.25,610.0750122070312,613.8499755859375,457.7854919433594,236340
2012-02-29,620.0,620.5,606.9500122070312,610.5250244140625,455.3060302734375,234484
