Date,Open,High,Low,Close,Adj Close,Volume
2012-01-02,149.625,150.75,148.125,149.39999389648438,118.56343841552734,161965
2012-01-03,150.5625,156.75,150.5625,156.2624969482422,124.00952911376953,433541
2012-01-04,156.3937530517578,159.2624969482422,155.34375,156.71249389648438,124.36663055419922,415826
2012-01-05,156.33749389648438,158.5124969482422,154.18124389648438,155.38125610351562,123.3101577758789,200026
2012-01-06,154.53750610351562,154.5749969482422,151.25625610351562,152.0625,120.6764144897461,337826
2012-01-09,152.47500610351562,153.0,150.41250610351562,150.89999389648438,119.75385284423828,135365
2012-01-10,151.125,152.94375610351562,150.7687530517578,151.25625610351562,120.03656005859375,151445
2012-01-11,150.9375,152.58749389648438,149.8312530517578,150.5437469482422,119.47112274169922,225794
2012-01-12,146.25,148.83749389648438,143.71875,146.625,116.36122131347656,788602
2012-01-13,147.375,151.27499389648438,146.66250610351562,150.375,119.33720397949219,303405
2012-01-16,149.96249389648438,153.28125,149.25,152.7375030517578,121.21208190917969,184933
2012-01-17,151.875,156.89999389648438,151.875,155.5124969482422,123.4143295288086,393319
2012-01-18,155.25,155.25,150.7687530517578,151.3125,120.08119201660156,268882
2012-01-19,153.3000030517578,153.3000030517578,149.71875,151.53750610351562,120.25977325439453,365322
2012-01-20,155.625,159.33749389648438,153.8625030517578,155.1374969482422,123.11671447753906,1205551
2012-01-23,154.875,157.6125030517578,154.5,155.96249389648438,123.77140808105469,253141
2012-01-24,155.90625,158.15625,155.77499389648438,157.08749389648438,126.28362274169922,342165
2012-01-25,157.5,158.3625030517578,155.8125,156.99374389648438,126.20824432373047,151106
2012-01-27,157.125,158.21249389648438,156.0,156.69375610351562,125.96707916259766,169074
2012-01-30,156.3562469482422,158.25,153.0,153.61874389648438,123.49508666992188,175645
2012-01-31,155.8125,155.8125,153.9375,154.96875,124.58033752441406,153986
2012-02-01,154.7062530517578,155.625,153.75,154.35000610351562,124.08295440673828,151197
2012-02-02,156.9375,160.6875,154.53750610351562,159.69375610351562,128.3788604736328,552874
2012-02-03,160.125,161.25,158.11874389648438,159.7687530517578,128.43911743164062,405165
2012-02-06,160.5,161.90625,158.21249389648438,159.65625,128.34869384765625,172175
2012-02-07,159.75,161.4375,159.75,160.06875610351562,128.6802978515625,177594
2012-02-08,159.4499969482422,164.3625030517578,159.4499969482422,162.99374389648438,131.03172302246094,473981
2012-02-09,162.375,168.1875,160.6875,166.7062530517578,134.0161895751953,448063
2012-02-10,166.875,168.5625,165.6374969482422,168.03750610351562,135.08642578125,448170
2012-02-13,166.16250610351562,167.90625,163.125,163.72500610351562,131.6195831298828,148861
2012-02-14,164.25,164.94375610351562,162.0749969482422,163.1437530517578,131.15228271484375,135194
2012-02-15,163.3874969482422,165.28125,162.46875,163.25625610351562,131.2427215576172,173226
2012-02-16,163.125,164.9250030517578,162.0,164.4562530517578,132.20741271972656,175223
2012-02-17,166.125,169.6875,164.28750610351562,168.4499969482422,135.41802978515625,500607
2012-02-21,167.9250030517578,168.99374389648438,165.03750610351562,166.46249389648438,133.82025146484375,181722
2012-02-22,166.875,168.89999389648438,164.90625,165.9375,133.398193359375,352255
2012-02-23,164.5500030517578,167.5500030517578,163.81875610351562,165.33749389648438,132.9158477783203,134903
2012-02-24,165.375,167.77499389648438,163.21875,164.0812530517578,131.9059600830078,140061
2012-02-27,165.03750610351562,165.89999389648438,158.5124969482422,159.09375,127.89646911621094,155474
2012-02-28,160.125,161.5124969482422,157.125,157.6125030517578,126.70570373535156,176087
2012-02-29,159.0,163.1062469482422,158.0437469482422,161.90625,130.157470703125,225671
2012-03-01,159.375,162.24374389648438,157.2375030517578,159.24374389648438,128.0170440673828,171674
2012-03-02,159.3937530517578,161.21249389648438,157.91250610351562,160.4250030517578,128.96665954589844,105351
2012-03-03,160.5,161.21249389648438,159.375,159.78750610351562,128.45419311523438,13306
2012-03-05,159.78750610351562,162.52499389648438,158.25,161.47500610351562,129.81077575683594,129207
2012-03-06,160.875,164.6062469482422,159.75,161.5500030517578,129.8710479736328,203826
2012-03-07,161.5124969482422,165.97500610351562,160.96875,164.7375030517578,132.43353271484375,341389
2012-03-09,166.5,167.9812469482422,161.25,162.05624389648438,130.27806091308594,154970
2012-03-12,161.25,164.9250030517578,161.25,163.93124389648438,131.7853546142578,190877
2012-03-13,162.41250610351562,163.0124969482422,160.3125,161.8125,130.0820770263672,330175
2012-03-14,162.0,162.0187530517578,158.19375610351562,159.52499389648438,128.2431640625,398335
2012-03-15,157.5,161.90625,157.5,160.1437530517578,128.74058532714844,275469
2012-03-16,161.25,163.3874969482422,159.78750610351562,160.5187530517578,129.0420379638672,175618
2012-03-19,159.89999389648438,160.63125610351562,157.5,160.03125,128.65013122558594,89613
2012-03-20,160.125,161.19375610351562,159.41250610351562,160.55624389648438,129.0721893310547,187082
2012-03-21,160.5,162.65625,158.7375030517578,160.03125,128.65013122558594,155394
2012-03-22,160.3125,162.14999389648438,157.5,158.02499389648438,127.03728485107422,165543
2012-03-23,157.875,159.9375,157.64999389648438,159.13125610351562,127.9266128540039,125167
2012-03-26,159.6750030517578,160.875,157.6875,158.0625,127.06744384765625,116893
2012-03-27,159.61874389648438,160.875,156.14999389648438,160.125,128.72549438476562,124271
2012-03-28,160.5,161.625,158.21249389648438,161.2312469482422,129.61483764648438,329701
2012-03-29,160.5,164.3625030517578,158.30624389648438,163.27499389648438,131.25778198242188,235306
2012-03-30,161.66250610351562,165.28125,161.66250610351562,164.625,132.34307861328125,205389
2012-04-02,164.96249389648438,166.125,163.875,165.61874389648438,133.14195251464844,329191
2012-04-03,166.91250610351562,167.47500610351562,165.3937530517578,166.8937530517578,134.16693115234375,138469
2012-04-04,166.125,169.0124969482422,165.0187530517578,166.0124969482422,133.45848083496094,204370
2012-04-09,165.97500610351562,166.5,163.5749969482422,164.10000610351562,131.92103576660156,85253
2012-04-10,163.875,168.24374389648438,163.875,166.5,133.85040283203125,142343
2012-04-11,166.3874969482422,167.625,163.875,166.72500610351562,134.0312957763672,87351
2012-04-12,165.375,167.10000610351562,164.0625,164.6062469482422,132.32798767089844,62474
2012-04-13,159.375,163.875,155.625,157.8562469482422,126.9016342163086,565381
2012-04-16,157.875,160.125,155.19375610351562,157.8562469482422,126.9016342163086,282757
2012-04-17,158.25,159.375,157.55624389648438,157.91250610351562,126.94686889648438,149338
2012-04-18,158.25,161.0625,158.25,160.125,128.72549438476562,108277
2012-04-19,160.16250610351562,160.16250610351562,157.3312530517578,157.96875,126.99208068847656,115002
2012-04-20,157.875,160.08749389648438,157.875,159.14999389648438,127.94168090820312,167151
2012-04-23,159.0,160.06875610351562,157.63125610351562,158.8874969482422,127.73064422607422,107167
2012-04-24,160.125,168.0,160.125,165.89999389648438,133.3680419921875,488823
2012-04-25,159.2624969482422,159.2624969482422,152.25,153.80624389648438,123.64583587646484,2717805
2012-04-26,154.3125,154.72500610351562,150.0,151.40625,121.7164535522461,739653
2012-04-27,151.59375,153.33749389648438,151.125,152.1750030517578,122.33442687988281,161575
2012-04-30,153.69375610351562,153.69375610351562,150.88125610351562,151.91250610351562,122.1234130859375,162949
2012-05-02,153.1875,153.71249389648438,151.125,151.6875,121.9425277709961,147178
2012-05-03,151.5,155.02499389648438,150.9187469482422,154.6125030517578,124.29399108886719,305159
2012-05-04,154.46249389648438,157.3874969482422,154.125,155.58749389648438,125.07777404785156,382743
2012-05-07,154.5,157.6125030517578,152.58749389648438,154.4812469482422,124.18846130371094,221045
2012-05-08,154.125,154.125,148.46249389648438,151.55624389648438,121.83702850341797,453093
2012-05-09,150.375,153.71249389648438,150.3562469482422,152.5124969482422,122.60575866699219,138938
2012-05-10,153.375,155.625,152.25,152.7937469482422,122.83185577392578,131783
2012-05-11,152.28750610351562,154.125,149.25,150.3000030517578,120.82711029052734,107917
2012-05-14,149.625,152.02499389648438,149.39999389648438,150.9375,121.33960723876953,124677
2012-05-15,151.0500030517578,153.4875030517578,150.9562530517578,151.6125030517578,121.88224792480469,86239
2012-05-16,151.875,152.9250030517578,146.25,146.66250610351562,117.90291595458984,259023
2012-05-17,147.75,148.21875,144.7687530517578,146.34375,117.64666748046875,315234
2012-05-18,144.375,147.33749389648438,143.5500030517578,146.5500030517578,117.8124771118164,350602
2012-05-21,148.83749389648438,148.83749389648438,142.40625,143.30624389648438,115.20479583740234,246538
2012-05-22,145.4812469482422,145.4812469482422,142.53750610351562,143.0625,115.00884246826172,230917
2012-05-23,144.6374969482422,144.71249389648438,141.9375,144.0749969482422,115.82279205322266,161874
2012-05-24,145.125,147.375,142.8000030517578,147.0,118.17423248291016,182471
2012-05-25,146.25,148.125,145.55624389648438,147.5812530517578,118.64149475097656,76447
2012-05-28,148.53750610351562,149.90625,147.7687530517578,149.56875610351562,120.23927307128906,129815
2012-05-29,149.4562530517578,153.8249969482422,149.1374969482422,153.50625610351562,123.40465545654297,180690
2012-05-30,152.25,155.58749389648438,152.1374969482422,154.44375610351562,124.15831756591797,185757
2012-05-31,152.8125,155.58749389648438,151.875,153.5812530517578,123.46492004394531,103602
2012-06-01,153.75,153.75,149.25,150.41250610351562,120.91755676269531,113151
2012-06-04,149.25,150.375,147.8249969482422,148.9875030517578,119.77200317382812,147738
2012-06-05,148.9875030517578,151.72500610351562,148.35000610351562,149.6062469482422,120.2694091796875,115879
2012-06-06,150.375,154.1062469482422,150.375,153.1875,123.14839935302734,116247
2012-06-07,153.6750030517578,155.47500610351562,149.77499389648438,150.3000030517578,120.82711029052734,219949
2012-06-08,150.0,151.8000030517578,148.96875,151.27499389648438,121.61093139648438,153802
2012-06-11,152.25,152.6437530517578,149.0625,150.13125610351562,120.69148254394531,119317
2012-06-12,149.21249389648438,149.21249389648438,145.5749969482422,147.5625,118.62641143798828,563967
2012-06-13,148.125,149.3249969482422,147.6750030517578,148.81875610351562,119.63634490966797,191743
2012-06-14,148.81875610351562,149.4375,147.14999389648438,148.21875,119.15397644042969,437999
2012-06-15,149.25,150.65625,148.3312530517578,149.19375610351562,119.93778228759766,187397
2012-06-18,149.25,150.75,145.3312530517578,148.27499389648438,119.19921875,604898
2012-06-19,148.3874969482422,150.05624389648438,148.0500030517578,149.71875,120.35985565185547,253285
2012-06-20,149.625,150.5625,148.96875,150.0187530517578,120.60102081298828,332642
2012-06-21,150.0,151.16250610351562,148.64999389648438,150.7687530517578,121.2039794921875,142743
2012-06-22,150.0,151.8000030517578,149.19375610351562,150.22500610351562,120.7668228149414,441290
